DATE,USACPIALLMINMEI
2016-12-01,101.862735584367
2017-01-01,102.45636388951
2017-02-01,102.778703637292
2017-03-01,102.86224194889
2017-04-01,103.167283359421
2017-05-01,103.25546268833
2017-06-01,103.34912685588
2017-07-01,103.277823953556
2017-08-01,103.587084470734
2017-09-01,104.135568334761
2017-10-01,104.069750271078
2017-11-01,104.072281735065
2017-12-01,104.011104688693
2018-01-01,104.577730711299
2018-02-01,105.05195829835
2018-03-01,105.28949400254
2018-04-01,105.708029381859
2018-05-01,106.147660294409
2018-06-01,106.316846470928
2018-07-01,106.324018952227
2018-08-01,106.383086445276
2018-09-01,106.506706270014
2018-10-01,106.694878426442
2018-11-01,106.337520093495
2018-12-01,105.997882008464
2019-01-01,106.199977216824
2019-02-01,106.648890163997
2019-03-01,107.250534771767
2019-04-01,107.818426526367
2019-05-01,108.047945927929
2019-06-01,108.069463371826
2019-07-01,108.25004113629
2019-08-01,108.24455629765
2019-09-01,108.329360341241
2019-10-01,108.577021901383
2019-11-01,108.518798229663
2019-12-01,108.420071134138
2020-01-01,108.84071606678
2020-02-01,109.139006906678
2020-03-01,108.901471202488
2020-04-01,108.173253395326
2020-05-01,108.175362948649
2020-06-01,108.767303611133
2020-07-01,109.317475117819
2020-08-01,109.662176130826
2020-09-01,109.814907791424
2020-10-01,109.860474143205
2020-11-01,109.793390347528
2020-12-01,109.896758460364
2021-01-01,110.36423547678
2021-02-01,110.968411548539
2021-03-01,111.754431116755
2021-04-01,112.672930633668
2021-05-01,113.576241366653
2021-06-01,114.631439938907
2021-07-01,115.182877177586
2021-08-01,115.420834792441
2021-09-01,115.734314416265
2021-10-01,116.695848820971
2021-11-01,117.269225414211
2021-12-01,117.62953712181
2022-01-01,118.619339541046
2022-02-01,119.70280612783
2022-03-01,121.301003725471
