Month,sp500 return,stock: (United States),dow jones: (United States),gme stock: (United States),amc stock: (United States),tesla stock: (United States),nio stock: (United States),tsla: (United States),gamestop stock: (United States),dow jones today: (United States),apple stock: (United States),goog: (United States),tsla stock: (United States),dow jones live: (United States),amazon stock: (United States),djia: (United States),dow futures: (United States),nasdaq index: (United States),dow jones index: (United States),stock market today: (United States),dow jones industrial average: (United States),dow jones futures: (United States),nasdaq today: (United States),stock futures: (United States),s and p 500: (United States),stocks: (United States),stock market: (United States),nasdaq composite: (United States),share market: (United States),dow today: (United States),djia today: (United States),s&p 500 index: (United States),dow futures live: (United States),nasdaq futures: (United States),stock market news: (United States),share market today: (United States),djia futures: (United States),vtsax: (United States),stock market futures: (United States),dow jones live futures: (United States),aapl stock price: (United States),s&p 500 today: (United States),fear and greed index: (United States),vti stock: (United States),dow jones share price: (United States),s&p futures: (United States),msft stock price: (United States),stock market live: (United States),stock market stocks: (United States),vix stock: (United States),dow jones average: (United States),Economy topic,Inflation topic,Job topic,Stock topic
2012-12,0.0427,12,2,0.5,0.5,0.5,0,1,0.5,1,11,70,0.5,1,3,5,2,2,4,2,9,1,1,3,2,16,7,1,35,1,1,11,2,3,4,8,1,2,2,1,5,1,1,1,1,4,2,2,9,1,8,26,24,52,11
2013-01,0.0233,15,3,0.5,0.5,0.5,0.5,1,0.5,1,20,72,0.5,0.5,4,5,2,2,5,2,13,1,1,4,3,20,9,2,35,1,1,17,2,4,4,9,1,3,3,1,7,1,1,1,3,4,1,2,12,2,13,24,26,71,13
2013-02,0.0272,15,3,0.5,0.5,1,0,2,0.5,1,12,73,0.5,1,3,5,1,2,5,2,14,1,1,3,3,20,9,1,42,1,1,13,0.5,3,4,10,1,2,2,0.5,4,1,2,1,2,2,3,2,14,3,13,30,32,65,13
2013-03,0.0145,14,3,0.5,0.5,0.5,0,1,0.5,1,10,66,0.5,1,3,5,2,2,6,2,17,1,1,3,3,19,9,2,40,1,1,13,1,2,4,7,1,3,2,1,4,1,1,1,3,3,2,2,14,1,16,27,30,63,13
2013-04,0.0457,14,3,0.5,0.5,1,0,3,0.5,1,12,68,1,1,3,5,2,2,6,2,18,1,1,3,3,18,9,2,45,1,1,14,1,3,5,7,1,3,2,1,5,2,1,1,5,3,2,2,12,1,16,29,35,69,13
2013-05,-0.0112,15,3,0.5,0.5,4,0,12,0.5,1,10,69,4,1,3,5,2,2,5,2,19,1,1,3,4,18,8,2,36,1,1,14,1,2,5,3,1,3,2,1,5,1,2,1,5,3,5,2,12,2,17,26,29,69,14
2013-06,0.0325,13,4,0.5,0.5,3,0.5,8,0.5,1,8,61,3,1,3,6,2,2,6,2,19,2,1,4,4,15,8,1,31,1,2,14,1,3,6,6,2,4,3,2,5,1,2,2,2,3,3,1,9,2,18,19,21,71,12
2013-07,0.0025,14,3,0.5,0.5,3,0,10,0.5,1,8,64,3,1,3,5,2,2,5,1,18,1,1,4,3,15,7,2,31,1,1,15,1,2,3,2,1,5,3,1,7,2,3,1,2,3,3,1,9,2,17,19,20,72,13
2013-08,0.0119,14,3,0.5,0.5,5,0.5,15,0.5,1,10,60,4,1,3,5,2,2,5,1,19,1,2,4,3,15,7,3,31,1,2,14,0.5,2,4,7,2,4,2,0.5,7,1,2,1,2,3,3,2,9,2,17,19,20,70,13
2013-09,0.0212,15,3,0.5,0.5,4,0,10,0.5,1,15,66,4,1,3,5,2,3,5,1,19,1,1,4,3,19,10,3,40,1,2,14,1,2,5,2,2,3,2,2,7,1,1,1,3,3,4,2,14,2,17,27,26,69,14
2013-10,0.0386,17,4,0.5,0.5,5,0,13,0.5,1,12,91,5,1,4,6,2,4,5,2,24,2,1,5,4,21,12,4,45,1,3,18,1,3,7,11,2,4,3,2,7,2,2,1,3,5,4,2,17,2,21,30,33,68,16
2013-11,0.0152,17,3,0.5,0.5,5,0,17,1,1,9,78,6,0.5,5,5,1,3,5,2,19,1,1,3,4,20,10,3,43,1,2,15,0.5,3,5,7,1,4,2,1,5,2,1,2,3,3,5,2,16,2,18,27,32,60,15
2013-12,0.0097,17,3,0.5,0.5,3,0,10,1,1,9,75,4,1,7,5,1,3,5,2,18,1,2,4,3,20,9,3,35,1,2,15,1,2,4,5,1,4,2,0.5,6,2,1,1,3,3,4,1,14,1,17,24,31,55,15
2014-01,-0.0013,18,4,0.5,0.5,3,0,9,0.5,1,9,79,4,1,5,6,2,4,6,3,18,2,1,4,4,25,11,5,33,1,4,19,1,3,5,3,2,5,3,1,6,1,2,2,4,3,4,2,16,2,17,23,29,73,17
2014-02,0.0272,18,4,0.5,0.5,6,0.5,17,0.5,1,9,84,7,1,6,6,2,4,7,2,22,2,2,4,4,24,11,5,41,1,4,21,1,3,6,6,2,6,3,1,7,2,3,2,6,3,4,2,19,2,20,28,33,67,17
2014-03,0.002,17,3,0.5,0.5,5,0.5,12,0.5,1,7,81,6,1,5,5,2,4,7,2,21,1,2,4,4,25,10,4,38,1,4,23,1,3,6,12,2,7,3,0.5,5,2,1,2,2,4,4,1,17,2,19,26,34,67,16
2014-04,0.0153,17,3,0.5,0.5,4,0.5,10,0.5,1,11,89,4,1,6,5,2,4,6,3,22,1,2,4,5,20,11,6,42,1,4,20,0.5,4,5,8,2,5,3,1,6,2,3,1,3,4,5,2,14,2,20,28,38,71,16
2014-05,0.032,16,3,0.5,0.5,3,0.5,11,0.5,1,12,84,5,1,4,5,1,3,6,2,19,1,2,3,3,18,8,5,35,1,4,18,0.5,4,4,9,2,5,2,1,7,2,2,2,4,3,4,1,12,2,18,26,36,72,15
